run_accession	genome_size
ERR474205	5309129
ERR474206	5303996
ERR474207	5161417
ERR474208	5032265
ERR474209	5198295
ERR474210	5318974
ERR474212	5250209
ERR474213	5262273
ERR474214	5142546
ERR474215	4920919
ERR474216	4965850
ERR474217	5231678
ERR474219	5329426
ERR474220	5338919
ERR474221	5119311
ERR474222	5311406
ERR474224	5127679
ERR474226	4841947
ERR474227	5374164
ERR474228	5204716
ERR474230	5290238
ERR474232	5260643
ERR474233	5425978
ERR474235	5192034
ERR474236	5245215
ERR474237	5242104
ERR474240	5120745
ERR474241	4973048
ERR474242	5055418
ERR474243	5081415
ERR474244	5178016
ERR474248	5308749
ERR474250	5327507
ERR474252	5281510
ERR474254	4762029
ERR474258	5190281
ERR474259	5179082
ERR474261	5175040
ERR474262	5320047
ERR474263	5282934
ERR474265	5264696
ERR474266	5301345
ERR474267	4968212
ERR474269	5097344
ERR474271	5172619
ERR474272	5313949
ERR474273	5262255
ERR474274	5186111
ERR486717	5298293
ERR486718	5047301
ERR436174	5048529
ERR436183	5191443
ERR436198	5515394
ERR1755173	5011526
ERR1755174	4982610
ERR1755175	4946435
ERR1755176	4841671
ERR1755177	5069288
ERR1755514	5445597
ERR1755515	4991521
ERR1755516	5157661
ERR1755517	5306158
ERR1755518	5054651
ERR1755519	5759083
ERR1755522	5306122
ERR1755523	5345911
ERR1755524	5249285
ERR1755526	5240958
ERR1755527	5334884
ERR1755528	4935740
ERR1755529	5211907
ERR1755530	5206036
ERR1755531	5325934
ERR1755532	5153213
ERR1755533	5282738
ERR1755535	4992520
ERR1755536	5230818
ERR1755538	4922225
ERR1755539	5195162
ERR1755543	5152519
ERR1755545	5385945
ERR1755546	4951972
ERR1755548	5393380
ERR1755550	4930330
ERR1755554	4937156
ERR1759067	5053715
ERR1759073	5354168
ERR1759076	5702904
ERR1759077	5417244
ERR1759079	4585415
ERR1759105	5265212
ERR1759124	5458453
ERR1759140	5119854
ERR1759152	5296404
ERR1759170	4974229
ERR1759184	5089978
ERR1759185	5028431
ERR1759186	5028312
ERR1759189	5440401
ERR1759190	5625715
ERR1759194	5286980
ERR1759195	5144242
ERR1759197	5258639
ERR1759198	5363248
ERR1759210	5187799
ERR1759403	5434229
ERR1759404	5025761
ERR1759405	5589206
ERR1759406	5350036
ERR1759407	5310927
ERR1759408	5626793
ERR769188	4985344
ERR972081	5035344
ERR972082	5095096
ERR972083	4985349
ERR972084	4900232
ERR972091	4642486
ERR972092	5116453
ERR972162	5168421
ERR972163	5189838
ERR972164	4899569
ERR972095	4709304
ERR972165	4831507
ERR972166	5170540
ERR972096	4746773
ERR972167	5161220
ERR972098	4991059
ERR972168	5219293
ERR972099	5023574
ERR972169	5017418
ERR972100	4717765
ERR972170	4825670
ERR972171	5011989
ERR972172	5126902
ERR972103	4684257
ERR972173	4918575
ERR972104	5014414
ERR972174	4919142
ERR972175	4937138
ERR972106	5109435
ERR972176	5047316
ERR972107	5294779
ERR972177	4839406
ERR972108	4730934
ERR972178	5350718
ERR972179	4803504
ERR972180	4950551
ERR972111	4569190
ERR972112	5106520
ERR972183	4811008
ERR972184	4692559
ERR972114	4735790
ERR972115	5070681
ERR972116	4896780
ERR972119	5128279
ERR972121	4841222
ERR972122	5501884
ERR976612	4701145
ERR972123	5275172
ERR976613	5032808
ERR972124	5260755
ERR976614	4610684
ERR972125	5260238
ERR976615	4857842
ERR972126	4716404
ERR972127	4512468
ERR976619	4707661
ERR976620	4930110
ERR976621	4975764
ERR972131	4724120
ERR976622	4724135
ERR972132	4992461
ERR976623	4652323
ERR976624	4705189
ERR972134	4890611
ERR972136	4915598
ERR972140	4897449
ERR972142	4574006
ERR972143	4744175
ERR976603	4950978
ERR972144	5220687
ERR976637	5269012
ERR972145	4961267
ERR976638	4672372
ERR972147	5097985
ERR972148	4953121
ERR987478	4826362
ERR987479	5051279
ERR972152	5017873
ERR987480	4892661
ERR972153	5074474
ERR987481	4864215
ERR987482	5179734
ERR972154	4918753
ERR972155	5074161
ERR972157	4985475
ERR987486	5037355
ERR972158	5075665
ERR987487	4620573
ERR972159	4800918
ERR987488	4834856
ERR972160	5037677
ERR987489	4684565
ERR972161	4977087
ERR987492	5102013
ERR987493	4846384
ERR987494	4798026
ERR987495	4978117
ERR987497	5204937
ERR987498	4718316
ERR976643	5191912
ERR976644	4755250
ERR976646	5070853
ERR976647	5106691
ERR976648	4878335
ERR976650	4904628
ERR976651	5193947
ERR976654	5096207
ERR976655	4838177
ERR976656	4844859
ERR976658	4908940
ERR976659	5632011
ERR976660	4886991
ERR976662	4943089
ERR976663	4890738
ERR976664	5202462
ERR976665	4947162
ERR976667	4863886
ERR976668	5077705
ERR976669	5358524
ERR976670	5272716
ERR976673	5153117
ERR972185	5148123
ERR972186	4743165
ERR972187	5313936
ERR972188	5289920
ERR972189	5123032
ERR972190	4916299
ERR972191	4895931
ERR972193	5076281
ERR972194	5046083
ERR921011	5060174
ERR1156142	4874028
ERR1156143	4969186
ERR1216952	5100717
ERR1216953	5122735
ERR1216960	5258640
ERR1216976	5118568
ERR1216977	5201162
ERR1216994	5136236
ERR1216995	5279337
ERR1217007	4951036
ERR1217008	5005701
ERR1217009	5099773
ERR1217010	4889284
ERR1217011	5105574
ERR1217014	5536609
ERR1217016	5119469
ERR1217017	5258811
ERR1217018	5077862
ERR1217024	5510286
ERR1217032	5026075
ERR1217039	5135464
ERR986806	4978262
ERR986807	5136960
ERR1010222	4919695
ERR1010225	4889601
ERR1010227	4960630
ERR1010233	4862140
ERR1010236	5092020
ERR1010266	4919052
ERR1010278	5010891
ERR1010194	5164710
ERR1010196	4649562
ERR1010204	4746258
ERR1010205	4886573
ERR1010207	4828630
ERR1010284	5110843
ERR1010209	5045720
ERR1010211	4859654
ERR1010213	5058741
ERR1010214	4983035
ERR1010217	4658688
ERR1010220	4691483
ERR1010228	4623349
ERR1010229	4754801
ERR1010230	4957340
ERR1010232	5353203
ERR1010234	4981553
ERR1010235	4695708
ERR1010237	4733331
ERR1010239	4949124
ERR1010287	4630980
ERR1010240	5151283
ERR1010241	4601016
ERR1010243	4764926
ERR1010244	5121520
ERR1010245	4690268
ERR1010246	4682980
ERR1010247	4739836
ERR1010248	4672078
ERR1010249	5223230
ERR1010281	4819948
ERR1010252	4806451
ERR1010253	4443903
ERR1010254	5198021
ERR1010256	5328851
ERR1010257	5318976
ERR1010258	5078550
ERR1010259	5416631
ERR1010260	4740959
ERR1010261	5030103
ERR1010262	5223929
ERR1010263	5224981
ERR1010264	5015664
ERR1010265	4739457
ERR1010267	5057342
ERR1010268	4948380
ERR1010269	5052648
ERR1010270	4950071
ERR1010286	4970958
ERR1010272	5094270
ERR1010273	4802006
ERR1010274	5041826
ERR1010275	4678310
ERR1010276	4648421
ERR1010190	4851123
ERR1010191	5479575
ERR1010193	4880813
ERR1010195	5153270
ERR1010198	4786690
ERR1010200	4616368
ERR1010201	4748621
ERR1010202	4895913
ERR1010203	5103157
ERR1010280	4876566
ERR1010206	4686851
ERR1010208	4863603
ERR1010212	4873742
ERR1010215	4718848
ERR1010216	4445601
ERR1010218	5380366
ERR1010219	4666183
ERR1010221	5044514
ERR1010224	4854408
ERR1010226	5049601
ERR1010177	4784936
ERR1010178	5168523
ERR1010179	5021130
ERR1010180	5182690
ERR1010181	4959980
ERR1010182	5050553
ERR1010183	4845395
ERR1010184	4683422
ERR1010185	5318448
ERR1010186	5078738
ERR1010187	5016519
ERR1010188	4943916
ERR1010189	4672293
ERR1218670	4851550
ERR1218671	4857589
ERR1218672	4958295
ERR1218678	4933384
ERR1218679	4931430
ERR1217048	5127466
ERR1217049	5166383
ERR1217051	5331817
ERR1217052	5262260
ERR1217055	4892550
ERR1217056	4996092
ERR1217075	5366153
ERR1217078	5248176
ERR1217079	5204712
ERR1217087	5335253
ERR1217088	5076334
ERR1217089	5077823
ERR1217112	4895802
ERR1217115	5119322
ERR1217116	5377025
ERR1217121	5311497
ERR1217135	5251989
ERR1217148	5181795
ERR1217195	5177682
ERR1228194	4997556
ERR1217489	5203205
ERR1217490	5187957
ERR1228231	5161480
ERR1228232	5886026
ERR1228233	4901440
ERR1228234	5108213
ERR1228235	5116894
ERR1228239	5210325
ERR1228225	5083483
ERR1228281	5279075
ERR1217487	5211775
ERR1228305	4999179
ERR1228306	5150416
ERR1228307	5166327
ERR1228308	5035520
ERR1228309	6151569
ERR1228310	5428897
ERR1228311	5441660
ERR1228313	4993391
ERR1228316	5073770
ERR1228318	5163576
ERR1228319	4961966
ERR1228320	5020318
ERR1228321	5134894
ERR1228324	5302871
ERR1228325	4938483
ERR1228326	5110065
ERR1228328	5198349
ERR1228330	5326127
ERR1228331	5550840
ERR1228333	5084606
ERR1228334	5402158
ERR1228335	5286647
ERR1228336	6037004
ERR1095115	5587544
ERR1095125	5389531
ERR1095129	5338724
ERR2987812	5141540
ERR2987813	5141564
ERR2987814	5142152
ERR2987815	5140249
ERR1100981	4898402
ERR1289733	5198737
ERR1334665	5196210
ERR1334670	5383862
ERR1334689	5088495
ERR1334708	5038795
ERR1334718	5089046
ERR1334720	5279743
ERR1374937	5148821
ERR1374940	5170554
ERR1374941	5156510
ERR1374942	5154602
ERR1374944	5786862
ERR1374945	5186076
ERR1374946	5235816
ERR1374949	4928424
ERR1374950	5126362
ERR1374955	5137464
ERR1374957	5178682
ERR1374959	4930918
ERR1374965	4675888
ERR1374966	5136856
ERR1374973	5227845
ERR1374987	5205904
ERR1375001	5006282
ERR1374865	5227886
ERR1375003	5435919
ERR1375005	5168303
ERR1375006	5225160
ERR1375009	5222865
ERR1375010	5067596
ERR1375012	5235018
ERR1375015	5196727
ERR1375019	4970529
ERR1375025	5220263
ERR1375027	5004923
ERR1375028	5150229
ERR1375032	4859475
ERR1375033	5061996
ERR1375041	5147788
ERR1375044	5079743
ERR1375047	5263521
ERR1415462	5190311
ERR1415465	5072889
ERR1415480	5037707
ERR1415483	4793453
ERR2365392	5389126
ERR2365395	5346659
ERR2365396	5142398
ERR2365397	5457869
ERR2365394	5224549
ERR2365398	5315778
ERR2365399	5306222
ERR2365409	5521634
ERR2365406	5263078
ERR2365419	5609146
ERR2365407	5335739
ERR2365404	5430371
ERR2365403	5526289
ERR2365402	5509317
ERR2365401	5325486
ERR2365427	5310981
ERR2365414	5304139
ERR2365418	5406609
ERR2365412	5315632
ERR2365416	5563945
ERR2365411	5413673
ERR2365410	5324709
ERR2365429	5386283
ERR2365428	5395973
ERR2365430	5339658
ERR2365421	5365491
ERR2365420	5446858
ERR2365426	5307161
ERR2365425	5225731
ERR2365424	5569157
ERR1191571	5217600
ERR1191577	5057929
ERR1191581	5259267
ERR1191583	5206032
ERR1415500	5048239
ERR1415502	5044463
ERR1415503	5203743
ERR1415505	5045264
ERR1415506	4918597
ERR1415508	5151923
ERR1415510	5006700
ERR1415511	5382617
ERR1415512	5377325
ERR1415513	5136196
ERR1415514	5285451
ERR1415517	5280560
ERR1415521	5174434
ERR1415543	5154945
ERR1415546	5281011
ERR1415547	5429184
ERR1415567	5332533
ERR1415575	4863845
ERR1415743	4994487
ERR1415787	5334360
ERR1514930	5269717
ERR1514932	4748219
ERR1514933	5280419
ERR1514935	5193504
ERR1514965	5196512
ERR1514970	4976675
ERR1514972	5030009
ERR1514983	5054026
ERR1514988	4891086
ERR1514991	5190508
ERR1514861	5188856
ERR1514868	4939691
ERR1514881	4961917
ERR1514883	4958510
ERR1514888	5383074
ERR1514889	5338707
ERR1514891	5197594
ERR1514908	4655062
ERR1514910	5547528
ERR1514915	5128280
ERR1541272	5518427
ERR1541279	5173711
ERR1541389	5277945
ERR1541400	5060849
ERR1541308	4855909
ERR1541311	5142065
ERR1541316	5425890
ERR1541419	5174024
ERR1541423	4713185
ERR1541426	5124800
ERR1541428	4747188
ERR1541439	5283043
ERR1541356	5043226
ERR1541359	5298007
ERR1541364	5145134
ERR1541366	5248012
ERR1541467	5365209
ERR1541487	5262016
ERR1541495	4655689
ERR1541496	4759262
ERR1399393	4755832
ERR1399398	4881847
ERR1417712	4817760
ERR1417713	5098071
ERR1417715	5137562
ERR1417716	5001512
ERR1417719	5281732
ERR1417723	5354254
ERR1417724	4933477
ERR1417732	5131549
ERR1417734	5441048
ERR1417735	5122966
ERR1417736	5152113
ERR1417737	5377982
ERR1417738	5401623
ERR1417739	4896721
ERR1417741	5079028
ERR1417742	5259296
ERR1417743	4866152
ERR1417744	4891195
ERR1417745	5081366
ERR1417746	5120914
ERR1417749	4811300
ERR1417750	4817622
ERR1417753	5397322
ERR1417754	5148843
ERR1417755	5689173
ERR1417756	5053951
ERR1417758	5128819
ERR1417760	5093569
ERR1417761	5275447
ERR1417763	4985516
ERR1432659	5090588
ERR1512388	4872326
ERR1512390	5030917
ERR1512391	5102045
ERR1512392	5108161
ERR1512393	4972969
ERR1512394	4933909
ERR1512395	5085383
ERR1512396	5009564
ERR1512397	5057371
ERR1512398	5028830
ERR1512399	5119795
ERR1512400	5139541
ERR1512401	5312576
ERR1512402	5134111
ERR1512403	5136130
ERR1512404	4723772
ERR1512405	5327153
ERR1512406	5221198
ERR1512407	4925535
ERR1512408	4984949
ERR1512409	5042725
ERR1512410	5688253
ERR1512411	4701869
ERR1512413	5193841
ERR1512416	5123123
ERR1512417	4959521
ERR1512420	5350772
ERR1512421	5360825
ERR1512422	4986468
ERR1512423	5404522
ERR1512424	5119462
ERR1512425	4917317
ERR1512427	5290678
ERR1512428	5109008
ERR1512429	5326449
ERR1512430	5132300
ERR1512431	5346769
ERR1512432	5509222
ERR1512433	5263757
ERR1512434	5133936
ERR1512435	5271202
ERR1512436	5500047
ERR1512437	5263025
ERR1512438	5959076
ERR1512439	5100535
ERR1512440	5851188
ERR1512441	5032084
ERR1512442	5831763
ERR1512444	5133628
ERR1512446	5474028
ERR1512448	5099479
ERR1512450	5140674
ERR1512453	5378492
ERR1512454	5534426
ERR1512455	5214935
ERR1512456	5139490
ERR1512457	5377994
ERR1512458	4949071
ERR1512460	5578260
ERR1512461	5123640
ERR1512462	5242326
ERR1512463	5272258
ERR1512464	5195055
ERR1512465	5647968
ERR1512466	5010046
ERR1512467	4799983
ERR1512468	5166530
ERR1512469	5660174
ERR1512471	4847921
ERR1512472	5221996
ERR1512475	4977054
ERR1512477	5271211
ERR1512480	4889139
ERR1512483	4977085
ERR1512484	4944885
ERR1512485	5102592
ERR1512487	5083879
ERR1512490	5162649
ERR1512493	4999552
ERR1512494	4930042
ERR1512508	4888350
ERR1512510	4980346
ERR1512511	5085226
ERR1512514	5280950
ERR1512516	4887996
ERR1512517	4933703
ERR1512518	5338786
ERR1512520	5151815
ERR1512526	5127303
ERR1512527	5019149
ERR1512528	4637974
ERR2138057	5277779
ERR2138065	5068259
ERR2138181	5369481
ERR2138205	5447305
ERR2138337	4768359
ERR1878431	4934710
ERR1795556	5213094
ERR1795560	5068478
ERR1795564	5026760
ERR1777492	5257016
ERR1777493	5262433
ERR1656386	4969398
ERR1656387	5374508
ERR1656388	5100967
ERR1656389	5049007
ERR1656391	5239524
ERR1656392	5050035
ERR1656393	5223568
ERR1656395	5205488
ERR1656396	5194288
ERR1656397	5117104
ERR1656398	4850047
ERR1656399	4860381
ERR1656401	5046894
ERR1656403	5838383
ERR1656405	5074436
ERR1656406	5953570
ERR1656408	4997488
ERR1656410	5359987
ERR1656411	5126128
ERR1656413	4815724
ERR1656416	5303816
ERR1656417	4816040
ERR1656419	4952289
ERR1656420	4790329
ERR1656421	4847831
ERR1656422	5081081
ERR1656423	4879026
ERR1656424	4620686
ERR1656425	5047141
ERR1656427	5000895
ERR1656428	4917084
ERR1656429	5344838
ERR1656432	4856209
ERR1656434	4856103
ERR1656435	5094962
ERR1662177	4941313
ERR1891164	5306308
ERR1891176	5228480
ERR1891181	5228138
ERR1891188	5228278
ERR1891191	5227361
ERR1891192	5228410
ERR1891197	5237696
ERR1891210	4916872
ERR1891211	4918802
ERR1891231	5234209
ERR1891234	4880912
ERR1891247	5276519
ERR1891252	5255655
ERR1891255	5256611
ERR1891275	5176947
ERR1891279	5234278
ERR1891282	5247738
ERR1891284	4986880
ERR1891288	5237633
ERR1891297	5137861
ERR1891298	5219607
ERR1891299	5219438
ERR1891300	5262511
ERR1891301	5219012
ERR1891302	5001121
ERR1891303	5227590
ERR1891304	5227338
ERR1891305	5257296
ERR1891306	4904481
ERR1891308	5132687
ERR1891310	5157630
ERR1891314	5143224
ERR1891315	5241437
ERR1891316	5234208
ERR1891317	5233989
ERR1891319	5241703
ERR1891323	5294800
ERR1891326	5261661
ERR1891327	5167388
ERR1891328	5219661
ERR1891329	5421860
ERR1891330	5237088
ERR1891331	4837236
ERR1891332	5367083
ERR1891333	5195513
ERR1891334	5418172
ERR1891335	5215234
ERR1891336	5236298
ERR1891341	5268053
ERR1891344	5202133
ERR1891347	5185256
ERR1891348	5173718
ERR1891350	5425233
ERR1891355	5307816
ERR1891357	5174556
ERR1891360	5228215
ERR1891374	4626038
ERR1891375	4707637
ERR1891378	5236265
ERR1891397	5248336
ERR1891423	5078372
ERR1891424	5194509
ERR1891428	5174866
ERR1891437	5318892
ERR1891439	4701350
ERR1891440	4694638
ERR1891444	5131914
ERR1891445	5241703
ERR1891446	5131230
ERR1891447	4701955
ERR1891451	5242828
ERR1891453	5156569
ERR1891471	5423887
ERR1891472	5423759
ERR1891476	5236369
ERR1891477	5237901
ERR1891480	4925004
ERR1891481	4924995
ERR1891484	5061148
ERR1891485	5140729
ERR1891487	5333902
ERR1891499	5127503
ERR1891522	5332108
ERR1891530	5438083
ERR1891532	5406869
ERR1891535	5401528
ERR1891537	5470915
ERR1891539	5322323
ERR1891543	5213434
ERR1891544	5211081
ERR1891545	5289850
ERR1891546	5141733
ERR1891548	5435787
ERR1891549	5410970
ERR1891550	5411605
ERR1891551	5410176
ERR1891574	5408790
ERR1891578	5239663
ERR1891580	5246629
ERR1891583	5297076
ERR1891585	5230392
ERR1891586	5292090
ERR1891587	5256391
ERR1891588	5390350
ERR1891591	5389441
ERR1891594	5256229
ERR1891595	5384653
ERR1891601	5007289
ERR1891602	5007076
ERR1891605	5509278
ERR1891616	5254289
ERR1891617	5138706
ERR1891618	5139176
ERR1891625	5217191
ERR1891628	5049439
ERR3372522	4646529
ERR3372523	4680334
ERR3372524	5441597
ERR3372527	4678364
ERR3372529	4692455
ERR3372533	5051090
ERR3372537	4753959
ERR3372540	5372063
ERR3372541	4867579
ERR3372543	5102629
ERR3372544	5016604
ERR3372545	5093255
ERR3372552	4634196
ERR3372560	4786644
ERR3372576	4873593
ERR3372577	5025694
ERR3372584	4892508
ERR3372585	5195383
ERR3372601	5022315
ERR3372608	5040588
ERR3372609	4808845
ERR3372616	4646948
ERR3372617	5183545
ERR3372618	4838937
ERR3372625	4775005
ERR3372632	4931582
ERR3372656	5030329
ERR3372657	4473793
ERR3372663	5102744
ERR3372664	4878097
ERR3372672	4645455
ERR3372688	4702338
ERR3372689	4777413
ERR3372698	4838330
ERR3372704	5181390
ERR3372714	4679605
ERR3372754	4659404
ERR3403056	5780955
ERR3403060	5170344
ERR3403071	4916843
ERR3403072	5215268
ERR3403073	5172019
ERR3403074	5215914
ERR3381465	5205646
ERR3381622	4979389
ERR3403340	4746330
ERR7420986	5147411
ERR7420483	5147475
ERR7420485	4967899
ERR7420486	4975305
ERR7420487	5054107
ERR7420488	5153793
ERR7420489	5021871
ERR7420490	4921390
ERR7420491	5504943
ERR7420492	5493537
ERR7420493	4920495
ERR7420496	4862743
ERR7420497	4970565
ERR7420498	4838771
ERR7420499	4923102
ERR7420500	4922560
ERR11890727	4937989
ERR7420503	4933076
ERR7420504	5179279
ERR7420505	4948642
ERR7420507	5236331
ERR7420508	5058314
ERR7420510	4929880
ERR7420511	5053314
ERR7420512	5003482
ERR7420514	5004646
ERR7420516	5302931
ERR7420518	5145912
ERR7420520	4786211
ERR7420521	4856737
ERR7420523	5146375
ERR7420524	4821593
ERR7420525	5075355
ERR7420526	4598231
ERR7420527	5127454
ERR7420528	5075279
ERR7420529	5074555
ERR7420530	4764339
ERR7420531	5441143
ERR7420532	5441217
ERR7420534	5443732
ERR7420535	5440589
ERR7420536	4934726
ERR7420537	5656527
ERR7420538	5658767
ERR7420542	5317720
ERR7420543	4905790
ERR7420545	4955192
ERR7420546	4953128
ERR7420547	4952742
ERR7420548	4702703
ERR7420550	5225678
ERR7420551	5225878
ERR7420553	5380990
ERR7420554	5295452
ERR7420559	5038572
ERR7420560	5039882
ERR7420562	4931134
ERR7420563	4932509
ERR7420566	5029599
ERR7420568	5029254
ERR7420569	5066125
ERR7420571	5246618
ERR7420572	5093861
ERR11890728	4935376
ERR7420575	5222871
ERR7420576	4709419
ERR7420577	4746443
ERR7420578	4912062
ERR7420580	4818247
ERR7420582	4651746
ERR7420583	4817712
ERR7420584	4866027
ERR7420585	4740030
ERR7420588	4944891
ERR7420589	5129328
ERR7420590	4751144
ERR7420591	5128859
ERR7420593	5034173
ERR7420594	4884716
ERR7420595	5198395
ERR7420596	5109296
ERR7420597	4729971
ERR7420598	4807888
ERR7420599	4730479
ERR7420600	4731453
ERR7420601	4829190
ERR7420605	4728882
ERR7420606	4773020
ERR7420608	5242495
ERR7420609	5125553
ERR7420612	5286908
ERR7420613	4931111
ERR7420616	5034992
ERR7420617	5080785
ERR7420618	4524420
ERR7420621	4816287
ERR7420622	4951007
ERR7420623	4693054
ERR7420624	4609983
ERR7420627	5191193
ERR7420628	5094810
ERR7420629	5092852
ERR7420631	5093882
ERR7420633	5094721
ERR7420634	5109254
ERR7420636	5106380
ERR7420637	5108748
ERR7420638	5108336
ERR7420639	5191954
ERR7420640	4820400
ERR7420641	4817222
ERR7420644	5018103
ERR7420645	5037525
ERR7420647	4623798
ERR7420648	5458639
ERR7420653	4888186
ERR7420655	4747454
ERR7420658	4863755
ERR7420665	4605152
ERR7420668	5122660
ERR7420672	5050456
ERR7420678	4952150
ERR7420679	5145129
ERR7420680	5004212
ERR7420681	4999158
ERR7420685	4725340
ERR7420688	5240826
ERR7420689	4848265
ERR7420691	4737133
ERR7420694	4730859
ERR7420700	5180136
ERR7420706	4981085
ERR7420707	5177989
ERR7420709	4974243
ERR7420714	5048356
ERR7420715	4841224
ERR7420716	4845089
ERR7420717	4986887
ERR7420719	4758832
ERR7420723	4814986
ERR7420727	4824797
ERR7420729	4596986
ERR7420730	5072255
ERR7420744	4966089
ERR7420746	4732485
ERR7420753	5288096
ERR7420757	5087316
ERR7420759	5085851
ERR7420762	5362168
ERR7420763	5361381
ERR7420770	4970078
ERR7420771	4730934
ERR7420779	5123247
ERR7420780	4866222
ERR7420782	4731907
ERR7420783	4731416
ERR7420788	4741436
ERR7420794	4799187
ERR7420795	4911090
ERR7420796	5068666
ERR7420798	5279361
ERR7420800	5103986
ERR7420807	4727210
ERR7420808	4991323
ERR7420809	5155208
ERR7420815	4866532
ERR7420816	5300325
ERR7420825	4725610
ERR7420831	4725760
ERR7420835	5453464
ERR7420852	5266445
ERR7420861	4956714
ERR7420862	4824465
ERR7420864	4824235
ERR7420867	5033413
ERR7420869	4837790
ERR7420871	5030650
ERR7420872	5141680
ERR7420874	4966101
